system:index,Ave_Wet,CLC_STATE,Den_ID,Fire_Cat,Prec_Tree,dist2build,used,.geo
0000000000000000266a,-0.110525,2213,FP077,U,64,1137.4328311780312,0.0,"{""type"":""Point"",""coordinates"":[-80.96013656182018,26.247710284637137]}"
0000000000000000268b,-0.362412,2213,FP077,U,51,1370.594036970762,0.0,"{""type"":""Point"",""coordinates"":[-80.97992476112769,26.272128543909268]}"
0000000000000000268e,-0.160363,2213,FP077,U,59,776.5630962705371,0.0,"{""type"":""Point"",""coordinates"":[-80.96453649278793,26.26056169800423]}"
00000000000000002213,-0.098632,2221,FP077,U,70,4325.263012544569,0.0,"{""type"":""Point"",""coordinates"":[-80.96791484687333,26.213293860286807]}"
00000000000000002647,-0.042672,2230,FP077,U,83,1000.9899866098698,0.0,"{""type"":""Point"",""coordinates"":[-80.96443344351702,26.256155743656713]}"
0000000000000000265a,-0.160363,2230,FP077,U,87,585.7922049395132,0.0,"{""type"":""Point"",""coordinates"":[-80.964734779601,26.262394935157577]}"
00000000000000002686,-0.619783,1500,FP077,U,64,865.0355472857336,0.0,"{""type"":""Point"",""coordinates"":[-80.95834794363705,26.287403423535952]}"
000000000000000018ff,-0.691998,1311,FP078,A,80,4813.111653672906,0.0,"{""type"":""Point"",""coordinates"":[-81.44041458304285,26.19740188572355]}"
0000000000000000191a,-0.912982,1311,FP078,A,67,4016.417028597431,0.0,"{""type"":""Point"",""coordinates"":[-81.45112770626366,26.190080826788893]}"
000000000000000018de,-0.6516,2110,FP078,A,93,4403.121190750784,0.0,"{""type"":""Point"",""coordinates"":[-81.42012629387638,26.193809662062787]}"
000000000000000018cd,-0.5334,2211,FP078,A,80,4736.742339121866,0.0,"{""type"":""Point"",""coordinates"":[-81.39379393086449,26.19781494655784]}"
000000000000000018d1,-0.5334,2211,FP078,A,79,4644.233973597323,0.0,"{""type"":""Point"",""coordinates"":[-81.3928641952267,26.197615794138176]}"
000000000000000018e1,-1.020101,2211,FP078,A,68,4163.921186092784,0.0,"{""type"":""Point"",""coordinates"":[-81.44614532993711,26.19150373601792]}"
000000000000000018e4,-0.780526,2211,FP078,A,48,2934.3428257349524,0.0,"{""type"":""Point"",""coordinates"":[-81.43075868751198,26.18048433656973]}"
000000000000000018ea,-0.780526,2211,FP078,A,92,3383.5027321786647,0.0,"{""type"":""Point"",""coordinates"":[-81.42229899112698,26.184619491001033]}"
000000000000000018f9,-0.843502,2211,FP078,A,58,5171.8920601505615,0.0,"{""type"":""Point"",""coordinates"":[-81.45348878356228,26.20068248463326]}"
0000000000000000191c,-1.020101,2211,FP078,A,57,4044.5637003626903,0.0,"{""type"":""Point"",""coordinates"":[-81.44803889429845,26.19040422374742]}"
000000000000000018c3,-0.936587,2213,FP078,A,69,5212.832200639859,0.0,"{""type"":""Point"",""coordinates"":[-81.4454659945199,26.200980960093922]}"
000000000000000018ee,-0.73012,2110,FP078,B,71,2051.0647623058208,0.0,"{""type"":""Point"",""coordinates"":[-81.4103446432771,26.17268685520297]}"
000000000000000018e8,-0.6516,2200,FP078,B,100,4068.901121204546,0.0,"{""type"":""Point"",""coordinates"":[-81.41166528069222,26.190884901362544]}"
000000000000000018c4,-0.601772,2211,FP078,B,74,4647.36755784986,0.0,"{""type"":""Point"",""coordinates"":[-81.45735010928033,26.209813684381167]}"
000000000000000018ca,-0.843502,2211,FP078,B,85,4841.950798369109,0.0,"{""type"":""Point"",""coordinates"":[-81.45656890525406,26.20188738331652]}"
000000000000000018cc,-0.682752,2211,FP078,B,73,2500.9487084963707,0.0,"{""type"":""Point"",""coordinates"":[-81.39780692035706,26.176930750234096]}"
000000000000000018e3,-0.708166,2211,FP078,B,91,2886.6966269243567,0.0,"{""type"":""Point"",""coordinates"":[-81.4017081626054,26.18036665610813]}"
000000000000000018f0,-0.728472,2211,FP078,B,96,3482.2872119441217,0.0,"{""type"":""Point"",""coordinates"":[-81.41754814198039,26.185529773431586]}"
000000000000000018f1,-0.771666,2211,FP078,B,38,4343.09381763965,0.0,"{""type"":""Point"",""coordinates"":[-81.43592251455055,26.193188961396473]}"
00000000000000001904,-1.152144,2211,FP078,B,80,3399.02885214195,0.0,"{""type"":""Point"",""coordinates"":[-81.44114158611237,26.184648124024438]}"
0000000000000000190b,-0.728472,2211,FP078,B,97,2595.6986127642044,0.0,"{""type"":""Point"",""coordinates"":[-81.4148968996776,26.177545855335588]}"
00000000000000001910,-1.020101,2211,FP078,B,55,3850.0771120539216,0.0,"{""type"":""Point"",""coordinates"":[-81.44186235903551,26.188720130978076]}"
00000000000000001911,-0.693167,2211,FP078,B,90,2533.921179305996,0.0,"{""type"":""Point"",""coordinates"":[-81.41661356516094,26.176967187618185]}"
00000000000000001912,-0.6516,2211,FP078,B,78,4057.7734778745667,0.0,"{""type"":""Point"",""coordinates"":[-81.41795414158837,26.190718862000132]}"
000000000000000018ce,-0.843502,2221,FP078,B,88,4961.33385356695,0.0,"{""type"":""Point"",""coordinates"":[-81.45480530047199,26.204492572777596]}"
000000000000000018dd,-0.646176,2221,FP078,B,53,5752.187656588463,0.0,"{""type"":""Point"",""coordinates"":[-81.44568326056468,26.2058478221457]}"
00000000000000001906,-0.843502,2221,FP078,B,84,4890.453604141251,0.0,"{""type"":""Point"",""coordinates"":[-81.45600849308859,26.20214912128146]}"
00000000000000001909,-0.646176,2221,FP078,B,60,5778.359451704885,0.0,"{""type"":""Point"",""coordinates"":[-81.44213672329184,26.20612321069841]}"
0000000000000000190e,-0.646176,2221,FP078,B,68,5995.946733130887,0.0,"{""type"":""Point"",""coordinates"":[-81.44382725561732,26.210371492288846]}"
000000000000000018c5,-0.603983,1311,FP078,C,57,5543.59380360454,0.0,"{""type"":""Point"",""coordinates"":[-81.42021292489228,26.204104766319134]}"
000000000000000018cf,-0.589899,1311,FP078,C,47,5253.064858014309,0.0,"{""type"":""Point"",""coordinates"":[-81.42504273380047,26.201477519718818]}"
000000000000000018e6,-0.713021,1311,FP078,C,69,6023.843638165116,0.0,"{""type"":""Point"",""coordinates"":[-81.420014850029,26.20844400219084]}"
000000000000000018eb,-0.601049,1311,FP078,C,59,6162.6300792922075,0.0,"{""type"":""Point"",""coordinates"":[-81.42150500058699,26.209694625430974]}"
0000000000000000191e,-0.589899,1311,FP078,C,48,5059.905558433273,1.0,"{""type"":""Point"",""coordinates"":[-81.42505130842915,26.199733963025224]}"
000000000000000018c2,-0.568981,2211,FP078,C,90,4623.937175764107,0.0,"{""type"":""Point"",""coordinates"":[-81.40800159989104,26.195933212823167]}"
000000000000000018cb,-0.603983,2211,FP078,C,68,5007.309602858679,0.0,"{""type"":""Point"",""coordinates"":[-81.4159925152279,26.199312235730552]}"
000000000000000018d9,-0.713021,2211,FP078,C,31,5698.858958942197,0.0,"{""type"":""Point"",""coordinates"":[-81.41631776878711,26.205550360876643]}"
00000000000000001905,-0.958793,2211,FP078,C,67,1436.5304601147382,0.0,"{""type"":""Point"",""coordinates"":[-81.44995038052896,26.16681350022037]}"
0000000000000000190f,-0.682752,2211,FP078,C,86,2999.9718456457476,0.0,"{""type"":""Point"",""coordinates"":[-81.39954091750766,26.181412537499078]}"
00000000000000001918,-0.598103,2211,FP078,C,76,3606.522736763392,0.0,"{""type"":""Point"",""coordinates"":[-81.39813391031636,26.186911497621043]}"
000000000000000018c0,-0.589899,2213,FP078,C,65,5390.447936955547,0.0,"{""type"":""Point"",""coordinates"":[-81.4215842376902,26.202724753318083]}"
000000000000000018d5,-0.601049,2213,FP078,C,52,5886.2680166741275,0.0,"{""type"":""Point"",""coordinates"":[-81.42684219827224,26.20717340059775]}"
000000000000000018da,-0.957091,2213,FP078,C,54,3184.2303964780276,0.0,"{""type"":""Point"",""coordinates"":[-81.46370100145987,26.182421320404437]}"
0000000000000000190a,-0.603983,2221,FP078,C,89,5495.524944753213,0.0,"{""type"":""Point"",""coordinates"":[-81.41611250992456,26.203717781518964]}"
00000000000000001914,-0.957091,2221,FP078,C,52,2706.749160884023,0.0,"{""type"":""Point"",""coordinates"":[-81.46812971284922,26.178095219911928]}"
00000000000000001903,-1.017786,2211,FP078,D,60,2018.209730183371,0.0,"{""type"":""Point"",""coordinates"":[-81.44485466509344,26.172145102811704]}"
000000000000000018ef,-0.957091,2221,FP078,D,69,3026.4148707363156,0.0,"{""type"":""Point"",""coordinates"":[-81.47002882752206,26.18096204522743]}"
00000000000000002402,-0.563356,183313,FP078,U,15,7520.638010831837,0.0,"{""type"":""Point"",""coordinates"":[-81.42965395960564,26.22327360595597]}"
00000000000000002408,-0.47951,183313,FP078,U,50,5752.661481890807,0.0,"{""type"":""Point"",""coordinates"":[-81.45019417424028,26.236683817876372]}"
000000000000000023f4,-0.373725,1311,FP078,U,68,6315.588773535434,0.0,"{""type"":""Point"",""coordinates"":[-81.41124034420797,26.233954454616146]}"
000000000000000018c6,-0.629697,2110,FP078,U,73,1429.2753087243957,0.0,"{""type"":""Point"",""coordinates"":[-81.42439103080329,26.166962821601572]}"
000000000000000018d8,-0.759116,2110,FP078,U,75,733.0124877802625,0.0,"{""type"":""Point"",""coordinates"":[-81.43218058654443,26.160597470281]}"
000000000000000018e2,-0.723524,2110,FP078,U,76,1459.441486160742,0.0,"{""type"":""Point"",""coordinates"":[-81.40767364925532,26.167365214361382]}"
000000000000000018f7,-0.629697,2110,FP078,U,94,578.7161556356064,0.0,"{""type"":""Point"",""coordinates"":[-81.42578847262448,26.15923154026378]}"
00000000000000001900,-0.653834,2110,FP078,U,81,6632.621002248765,0.0,"{""type"":""Point"",""coordinates"":[-81.41614900754112,26.21398164778281]}"
00000000000000001915,-0.653834,2110,FP078,U,77,6778.188006271289,0.0,"{""type"":""Point"",""coordinates"":[-81.41328506299752,26.219090514603995]}"
00000000000000001916,-0.542544,2110,FP078,U,53,558.0128797410607,0.0,"{""type"":""Point"",""coordinates"":[-81.4314247560658,26.15900410599314]}"
00000000000000001917,-0.578344,2110,FP078,U,75,264.3430077962742,0.0,"{""type"":""Point"",""coordinates"":[-81.41930699342021,26.15644475470799]}"
000000000000000018d3,-0.479588,2120,FP078,U,29,3138.42288850472,0.0,"{""type"":""Point"",""coordinates"":[-81.37756657247596,26.18672938003197]}"
000000000000000018ec,-0.653834,2120,FP078,U,55,6691.235406819226,0.0,"{""type"":""Point"",""coordinates"":[-81.41254066483684,26.21795868644608]}"
000000000000000018d0,-0.678707,2200,FP078,U,53,1823.8295829459962,0.0,"{""type"":""Point"",""coordinates"":[-81.43052317173567,26.17046306710562]}"
000000000000000018e9,-0.803064,2200,FP078,U,74,1781.4467589205449,0.0,"{""type"":""Point"",""coordinates"":[-81.43271710014106,26.170048618207325]}"
000000000000000018f3,-0.575255,2200,FP078,U,27,3745.9841567602975,0.0,"{""type"":""Point"",""coordinates"":[-81.46643502664475,26.20907633938188]}"
00000000000000001908,-0.677679,2200,FP078,U,62,409.2991164914855,0.0,"{""type"":""Point"",""coordinates"":[-81.40783935539726,26.15788507120484]}"
000000000000000018c8,-0.575255,18331,FP078,U,5,3919.9447099227773,0.0,"{""type"":""Point"",""coordinates"":[-81.4645830252516,26.211914999061023]}"
000000000000000018c9,-0.575255,18331,FP078,U,2,3930.8317407605336,0.0,"{""type"":""Point"",""coordinates"":[-81.46503528838325,26.205687947914818]}"
000000000000000018f5,-0.780309,18331,FP078,U,21,3991.342195356537,0.0,"{""type"":""Point"",""coordinates"":[-81.46604355093625,26.198109986718613]}"
0000000000000000190d,-0.575255,18331,FP078,U,2,3838.8271051598085,0.0,"{""type"":""Point"",""coordinates"":[-81.4657509230208,26.2069764675832]}"
0000000000000000191d,-0.601772,18331,FP078,U,27,4385.577748591287,0.0,"{""type"":""Point"",""coordinates"":[-81.4599518547787,26.213126597746367]}"
000000000000000023f1,-0.565227,18331,FP078,U,2,6599.982256833651,0.0,"{""type"":""Point"",""coordinates"":[-81.43921312408078,26.224105275621213]}"
000000000000000023f5,-0.58496,18331,FP078,U,5,6478.914328894799,0.0,"{""type"":""Point"",""coordinates"":[-81.44003088025921,26.22220237872443]}"
000000000000000023f6,-0.569976,18331,FP078,U,23,6498.444511886778,0.0,"{""type"":""Point"",""coordinates"":[-81.44036779442077,26.224576842128588]}"
000000000000000023fa,-0.565227,18331,FP078,U,2,6701.0784549617765,0.0,"{""type"":""Point"",""coordinates"":[-81.438537773381,26.225559526729075]}"
000000000000000023fd,-0.541908,18331,FP078,U,3,4872.478444216569,0.0,"{""type"":""Point"",""coordinates"":[-81.45708860543489,26.224273653312714]}"
000000000000000023ff,-0.286481,18331,FP078,U,3,5621.8074719663855,0.0,"{""type"":""Point"",""coordinates"":[-81.41233570996145,26.240158979794305]}"
00000000000000002401,-0.565227,18331,FP078,U,3,6670.594561292019,0.0,"{""type"":""Point"",""coordinates"":[-81.43990273128365,26.22908722250127]}"
000000000000000018f4,-0.534671,2210,FP078,U,81,4683.314105591563,0.0,"{""type"":""Point"",""coordinates"":[-81.39283658477966,26.213074611265334]}"
000000000000000018c1,-0.344593,2211,FP078,U,77,3233.4971735841154,0.0,"{""type"":""Point"",""coordinates"":[-81.37871440643495,26.208316655322026]}"
000000000000000018c7,-0.709156,2211,FP078,U,97,576.4289799773629,0.0,"{""type"":""Point"",""coordinates"":[-81.4390192091341,26.159138027779846]}"
000000000000000018d2,-0.653834,2211,FP078,U,92,6789.603724093515,0.0,"{""type"":""Point"",""coordinates"":[-81.41449445970055,26.215416210299765]}"
000000000000000018d4,-0.338893,2211,FP078,U,71,4255.297354330503,0.0,"{""type"":""Point"",""coordinates"":[-81.38890374536366,26.209356201165228]}"
000000000000000018d6,-0.534671,2211,FP078,U,68,5266.957488205827,0.0,"{""type"":""Point"",""coordinates"":[-81.39788353339543,26.221406377260756]}"
000000000000000018d7,-0.197998,2211,FP078,U,64,3862.53582836702,0.0,"{""type"":""Point"",""coordinates"":[-81.38369693139717,26.22161525854194]}"
000000000000000018db,-0.568981,2211,FP078,U,75,5185.754723578416,0.0,"{""type"":""Point"",""coordinates"":[-81.40424357762879,26.201089265657636]}"
000000000000000018dc,-0.534671,2211,FP078,U,67,5417.564353078345,0.0,"{""type"":""Point"",""coordinates"":[-81.39997530141157,26.215506633386575]}"
000000000000000018df,-0.338893,2211,FP078,U,76,3685.847483400478,0.0,"{""type"":""Point"",""coordinates"":[-81.38340648933355,26.204256890228926]}"
000000000000000018e0,-0.286875,2211,FP078,U,76,3839.3161496671223,0.0,"{""type"":""Point"",""coordinates"":[-81.38385735216303,26.21750027355662]}"
000000000000000018e5,-0.534671,2211,FP078,U,64,4509.6597246039855,0.0,"{""type"":""Point"",""coordinates"":[-81.39050090497109,26.218943544073664]}"
000000000000000018e7,-0.488547,2211,FP078,U,62,3682.977260271966,0.0,"{""type"":""Point"",""coordinates"":[-81.38311526565549,26.191178893295692]}"
000000000000000018ed,-0.723524,2211,FP078,U,76,1244.4634055516217,0.0,"{""type"":""Point"",""coordinates"":[-81.40256127264898,26.165524003950342]}"
000000000000000018f6,-0.549845,2211,FP078,U,97,1773.9604064902135,0.0,"{""type"":""Point"",""coordinates"":[-81.39087577612729,26.170482048339263]}"
000000000000000018f8,-0.572941,2211,FP078,U,48,4895.204330183656,0.0,"{""type"":""Point"",""coordinates"":[-81.45562957246392,26.21967520819052]}"
000000000000000018fa,-0.629697,2211,FP078,U,68,652.9503573195454,0.0,"{""type"":""Point"",""coordinates"":[-81.4310255285381,26.159838973751647]}"
000000000000000018fb,-0.571382,2211,FP078,U,92,3259.301527649483,0.0,"{""type"":""Point"",""coordinates"":[-81.47302402208885,26.201816283849368]}"
000000000000000018fc,-0.550219,2211,FP078,U,76,3483.043903501945,0.0,"{""type"":""Point"",""coordinates"":[-81.46907967997032,26.214356571231097]}"
000000000000000018fd,-0.73012,2211,FP078,U,97,1599.562440471857,0.0,"{""type"":""Point"",""coordinates"":[-81.4017229672051,26.168744503586776]}"
000000000000000018fe,-0.723524,2211,FP078,U,77,1142.8236301739287,0.0,"{""type"":""Point"",""coordinates"":[-81.40627307768791,26.16453199529082]}"
00000000000000001901,-0.912982,2211,FP078,U,68,4233.891105238246,0.0,"{""type"":""Point"",""coordinates"":[-81.45902406464832,26.191942808226898]}"
00000000000000001902,-0.678707,2211,FP078,U,78,1889.2484356289406,0.0,"{""type"":""Point"",""coordinates"":[-81.42799218694353,26.171075697667725]}"
0000000000000000190c,-0.286875,2211,FP078,U,69,3476.075316687008,0.0,"{""type"":""Point"",""coordinates"":[-81.38019215830634,26.218119576053475]}"
00000000000000001913,-0.338893,2211,FP078,U,83,3736.864714137177,0.0,"{""type"":""Point"",""coordinates"":[-81.38363038458859,26.210414692625413]}"
0000000000000000191b,-0.589839,2211,FP078,U,83,5853.290207782774,0.0,"{""type"":""Point"",""coordinates"":[-81.40419978361454,26.21718008361257]}"
000000000000000023ef,-0.373725,2211,FP078,U,80,6603.412913007297,0.0,"{""type"":""Point"",""coordinates"":[-81.4167419237639,26.231168688511666]}"
000000000000000023f0,-0.510897,2211,FP078,U,63,6191.086788749681,0.0,"{""type"":""Point"",""coordinates"":[-81.40682964357595,26.224671185638794]}"
000000000000000023f2,-0.560832,2211,FP078,U,76,6693.228004170112,0.0,"{""type"":""Point"",""coordinates"":[-81.41154706339415,26.22790726194478]}"
000000000000000023f3,-0.510897,2211,FP078,U,57,6200.010863629862,0.0,"{""type"":""Point"",""coordinates"":[-81.40649160496001,26.22892563199588]}"
000000000000000023f7,-0.40176,2211,FP078,U,65,6378.012872451867,0.0,"{""type"":""Point"",""coordinates"":[-81.42065090495892,26.23333110421473]}"
000000000000000023f8,-0.510897,2211,FP078,U,74,6125.827019376137,0.0,"{""type"":""Point"",""coordinates"":[-81.40615948026452,26.224874774126835]}"
000000000000000023f9,-0.40176,2211,FP078,U,72,5937.993692228434,0.0,"{""type"":""Point"",""coordinates"":[-81.42754153374915,26.238097614677415]}"
000000000000000023fb,-0.417492,2211,FP078,U,72,5989.110747688501,0.0,"{""type"":""Point"",""coordinates"":[-81.43628893590214,26.23949661796563]}"
000000000000000023fc,-0.560832,2211,FP078,U,82,7473.743130033349,0.0,"{""type"":""Point"",""coordinates"":[-81.41987897751147,26.223194918129483]}"
00000000000000002403,-0.560832,2211,FP078,U,90,7192.118612451164,0.0,"{""type"":""Point"",""coordinates"":[-81.41706571917068,26.223023824227546]}"
00000000000000002404,-0.313416,2211,FP078,U,78,5318.820051922093,0.0,"{""type"":""Point"",""coordinates"":[-81.42380782241568,26.24323167068514]}"
00000000000000002405,-0.510897,2211,FP078,U,64,6504.657499099868,0.0,"{""type"":""Point"",""coordinates"":[-81.40968735665433,26.227594347120643]}"
00000000000000002406,-0.510897,2211,FP078,U,73,6175.035527609366,0.0,"{""type"":""Point"",""coordinates"":[-81.40673682792857,26.22370331953531]}"
000000000000000023fe,-0.563356,2213,FP078,U,76,7313.097868189374,0.0,"{""type"":""Point"",""coordinates"":[-81.42655588682825,26.225402851057297]}"
000000000000000018f2,-0.610951,2221,FP078,U,27,6107.671050920278,0.0,"{""type"":""Point"",""coordinates"":[-81.44334602144346,26.219744985312104]}"
00000000000000001907,-0.58496,2221,FP078,U,66,6785.811580553835,0.0,"{""type"":""Point"",""coordinates"":[-81.43153751896901,26.215240573565154]}"
00000000000000001919,-0.441647,2221,FP078,U,66,3970.5359722434205,0.0,"{""type"":""Point"",""coordinates"":[-81.38623271159827,26.202483382535334]}"
00000000000000002400,-0.560832,2221,FP078,U,55,6567.170814957889,0.0,"{""type"":""Point"",""coordinates"":[-81.41003574984926,26.23057841458596]}"
00000000000000002407,-0.373725,2221,FP078,U,82,5798.563014218646,0.0,"{""type"":""Point"",""coordinates"":[-81.41682746655748,26.2384338717879]}"
000000000000000002ef,0.022869,2110,FP088,C,42,3775.928870960314,0.0,"{""type"":""Point"",""coordinates"":[-81.01801790711274,25.79456138445353]}"
000000000000000002ae,0.006096,2120,FP088,C,7,3542.624019824376,0.0,"{""type"":""Point"",""coordinates"":[-80.9811954414674,25.818241834434666]}"
000000000000000002ee,0.022575,2220,FP088,C,43,3619.398995977797,0.0,"{""type"":""Point"",""coordinates"":[-81.00121279033695,25.793441892035148]}"
000000000000000002b2,0.045653,2110,FP088,U,5,3154.5302100063986,0.0,"{""type"":""Point"",""coordinates"":[-80.99763303213922,25.789318055889687]}"
000000000000000002b3,0.041888,2110,FP088,U,17,2322.9509902684076,0.0,"{""type"":""Point"",""coordinates"":[-81.01224816962211,25.7815360805392]}"
000000000000000002b5,0.158019,2110,FP088,U,25,3169.92812800269,0.0,"{""type"":""Point"",""coordinates"":[-81.03801254197879,25.82816210266588]}"
000000000000000002b7,0.006096,2110,FP088,U,81,3076.386952661179,0.0,"{""type"":""Point"",""coordinates"":[-80.98914868586301,25.82164478547482]}"
000000000000000002b8,-0.064602,2110,FP088,U,4,4864.981063022631,0.0,"{""type"":""Point"",""coordinates"":[-80.97110211582218,25.799207890349138]}"
000000000000000002bc,0.022575,2110,FP088,U,43,3557.895815967975,0.0,"{""type"":""Point"",""coordinates"":[-81.00373301826849,25.792832240874063]}"
000000000000000002c4,0.042541,2110,FP088,U,4,2472.3169257368854,0.0,"{""type"":""Point"",""coordinates"":[-81.00542592936749,25.782975351960516]}"
000000000000000002c6,0.08233,2110,FP088,U,22,4919.798437475693,0.0,"{""type"":""Point"",""coordinates"":[-81.03676715414193,25.804894289508493]}"
000000000000000002cd,0.034484,2110,FP088,U,34,4546.575753043559,0.0,"{""type"":""Point"",""coordinates"":[-81.01923412965944,25.813925227247058]}"
000000000000000002ce,0.065254,2110,FP088,U,1,3531.8705971167274,0.0,"{""type"":""Point"",""coordinates"":[-80.9809721950528,25.78966645915301]}"
000000000000000002d0,-0.012557,2110,FP088,U,25,4668.883861729262,0.0,"{""type"":""Point"",""coordinates"":[-81.00393140278138,25.802859389424544]}"
000000000000000002da,0.065254,2110,FP088,U,82,3999.2219334820306,0.0,"{""type"":""Point"",""coordinates"":[-80.983610458525,25.79499637111505]}"
000000000000000002db,0.128016,2110,FP088,U,30,4765.129766805561,0.0,"{""type"":""Point"",""coordinates"":[-81.04308023498591,25.80345370366231]}"
000000000000000002dd,0.018822,2110,FP088,U,43,4212.043910821177,0.0,"{""type"":""Point"",""coordinates"":[-81.00903763308605,25.81558022462728]}"
000000000000000002e6,0.042541,2110,FP088,U,21,2382.7426122726665,0.0,"{""type"":""Point"",""coordinates"":[-81.00427728517448,25.782213378767224]}"
000000000000000002ea,0.117547,2110,FP088,U,18,3283.756641568697,0.0,"{""type"":""Point"",""coordinates"":[-80.9795863406325,25.78683338378874]}"
000000000000000002eb,0.071582,2110,FP088,U,50,3832.650688016873,0.0,"{""type"":""Point"",""coordinates"":[-81.01350012453466,25.819802298409172]}"
000000000000000002f7,-0.0433,2110,FP088,U,1,4408.718367355169,0.0,"{""type"":""Point"",""coordinates"":[-80.98813558357313,25.799873674201237]}"
000000000000000002fc,0.034484,2110,FP088,U,31,4801.285186941931,0.0,"{""type"":""Point"",""coordinates"":[-81.01497486838629,25.81112870953718]}"
000000000000000002fd,-0.0433,2110,FP088,U,1,4317.050447569412,0.0,"{""type"":""Point"",""coordinates"":[-80.98984889867877,25.79930005540056]}"
00000000000000000300,0.128016,2110,FP088,U,22,4444.967992199023,0.0,"{""type"":""Point"",""coordinates"":[-81.04119261044711,25.80057654478875]}"
00000000000000000302,0.042541,2110,FP088,U,36,2291.6691584373098,0.0,"{""type"":""Point"",""coordinates"":[-81.00467332458008,25.78137515384828]}"
00000000000000000309,0.158019,2110,FP088,U,24,2306.722459780286,0.0,"{""type"":""Point"",""coordinates"":[-81.03291319984528,25.835590666908296]}"
000000000000000002b9,-0.06096,2120,FP088,U,80,3280.165806130585,0.0,"{""type"":""Point"",""coordinates"":[-80.9670261159713,25.820081576085528]}"
000000000000000002bd,-0.06096,2120,FP088,U,88,3293.525982066941,0.0,"{""type"":""Point"",""coordinates"":[-80.96610006169274,25.819875172781202]}"
000000000000000002bf,-0.001609,2120,FP088,U,1,4328.285697618998,0.0,"{""type"":""Point"",""coordinates"":[-80.95089058862096,25.808947220960928]}"
000000000000000002c0,-0.011384,2120,FP088,U,32,1967.397819885358,0.0,"{""type"":""Point"",""coordinates"":[-80.96210959039155,25.831609093089895]}"
000000000000000002c7,-7.69E-4,2120,FP088,U,2,3035.0089117024677,0.0,"{""type"":""Point"",""coordinates"":[-80.97743064213995,25.82338709013568]}"
000000000000000002cb,0.044085,2120,FP088,U,42,2469.166588547267,0.0,"{""type"":""Point"",""coordinates"":[-80.95664834393402,25.826493158018764]}"
000000000000000002cf,-0.064602,2120,FP088,U,1,5090.395361417888,0.0,"{""type"":""Point"",""coordinates"":[-80.97497850143549,25.80265558147995]}"
000000000000000002d3,-0.001609,2120,FP088,U,2,3896.7781649783615,0.0,"{""type"":""Point"",""coordinates"":[-80.95640549614194,25.813413451711593]}"
000000000000000002d4,-0.020738,2120,FP088,U,43,4033.6465099000698,0.0,"{""type"":""Point"",""coordinates"":[-80.98486581015383,25.813204045278713]}"
000000000000000002dc,0.004568,2120,FP088,U,1,4605.919848352945,0.0,"{""type"":""Point"",""coordinates"":[-80.99074942717779,25.80786599639204]}"
000000000000000002e2,0.113539,2120,FP088,U,3,4427.365858907027,0.0,"{""type"":""Point"",""coordinates"":[-80.9642163708572,25.792738238882343]}"
000000000000000002f0,-0.011865,2120,FP088,U,38,5155.212737561885,0.0,"{""type"":""Point"",""coordinates"":[-81.01427118143428,25.80705427494259]}"
000000000000000002f1,0.04707,2120,FP088,U,4,3189.3970053842318,0.0,"{""type"":""Point"",""coordinates"":[-81.0231168342543,25.78924451970179]}"
000000000000000002fb,-0.064602,2120,FP088,U,3,5154.959744503685,0.0,"{""type"":""Point"",""coordinates"":[-80.97280939689286,25.803695110621074]}"
00000000000000000304,-0.03477,2120,FP088,U,37,4537.989934657775,0.0,"{""type"":""Point"",""coordinates"":[-80.97139186398206,25.80919026781581]}"
00000000000000000305,0.009943,2120,FP088,U,34,2686.3859171329154,0.0,"{""type"":""Point"",""coordinates"":[-80.95947200825562,25.824727909961236]}"
000000000000000011e0,0.168318,2120,FP088,U,34,463.5751789768897,0.0,"{""type"":""Point"",""coordinates"":[-80.98428566925759,25.85627077064607]}"
000000000000000011eb,0.177511,2120,FP088,U,4,1125.2845305641092,0.0,"{""type"":""Point"",""coordinates"":[-80.98535496471813,25.86247896920749]}"
000000000000000011ec,0.168318,2120,FP088,U,39,113.64386673339473,0.0,"{""type"":""Point"",""coordinates"":[-80.98309223934375,25.852895407416653]}"
000000000000000011f4,0.135687,3200,FP088,U,20,333.9251306449396,0.0,"{""type"":""Point"",""coordinates"":[-81.02310563711873,25.859120572475685]}"
000000000000000002f4,0.124781,2200,FP088,U,100,2536.948663910528,0.0,"{""type"":""Point"",""coordinates"":[-80.9811717397389,25.780190651390996]}"
00000000000000000303,0.085344,2200,FP088,U,39,2029.1914038931866,0.0,"{""type"":""Point"",""coordinates"":[-80.99260821928137,25.778779718743873]}"
000000000000000002c9,0.166209,2210,FP088,U,78,2960.8998192334584,0.0,"{""type"":""Point"",""coordinates"":[-81.01872135409366,25.828268963583493]}"
000000000000000002d2,0.124957,2210,FP088,U,85,2101.6895611702166,0.0,"{""type"":""Point"",""coordinates"":[-80.99312504870784,25.83078911102418]}"
000000000000000002e0,0.032444,2210,FP088,U,75,1592.5836517571654,0.0,"{""type"":""Point"",""coordinates"":[-80.96601640840306,25.835334924386327]}"
000000000000000002e5,0.164592,2210,FP088,U,72,3606.677042348735,0.0,"{""type"":""Point"",""coordinates"":[-81.02652089523053,25.823126443837456]}"
000000000000000002fa,0.166209,2210,FP088,U,73,2445.65817997598,0.0,"{""type"":""Point"",""coordinates"":[-81.01685478194348,25.832787442099306]}"
